OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,month
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00401146,2004-03-05,12:45:00,CST,USGS-04087119,NWIS-51313754,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00404571,2004-05-10,12:00:00,CDT,USGS-04087119,NWIS-51721725,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405218,2004-07-26,12:00:00,CDT,USGS-04087119,NWIS-51463931,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405709,2004-08-04,11:15:00,CDT,USGS-04087119,NWIS-7446536,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500143,2004-10-25,13:30:00,CDT,USGS-04087119,NWIS-69457827,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500997,2005-02-07,12:45:00,CST,USGS-04087119,NWIS-70416512,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501461,2005-04-07,11:45:00,CDT,USGS-04087119,NWIS-100583351,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501818,2005-05-11,8:00:00,CDT,USGS-04087119,NWIS-100581307,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503319,2005-07-05,14:00:00,CDT,USGS-04087119,NWIS-97717867,,,,Cryptosporidium,,66.7,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503557,2005-07-26,8:45:00,CDT,USGS-04087119,NWIS-35783838,,,,Cryptosporidium,,167,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00504432,2005-08-30,9:00:00,CDT,USGS-04087119,NWIS-40122981,,,,Cryptosporidium,,66.7,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00400840,2004-02-19,11:00:00,CST,USGS-04087120,NWIS-51585124,,,,Cryptosporidium,,64.5,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00401145,2004-03-05,15:40:00,CST,USGS-04087120,NWIS-51366454,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00402668,2004-05-10,13:15:00,CDT,USGS-04087120,NWIS-51361124,,,,Cryptosporidium,,31.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405222,2004-07-26,14:00:00,CDT,USGS-04087120,NWIS-51495932,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500141,2004-10-26,9:00:00,CDT,USGS-04087120,NWIS-69578618,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501095,2005-02-08,9:15:00,CST,USGS-04087120,NWIS-103034231,,,,Cryptosporidium,,100,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501467,2005-04-07,13:15:00,CDT,USGS-04087120,NWIS-100762979,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501819,2005-05-11,9:30:00,CDT,USGS-04087120,NWIS-101122723,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503317,2005-07-05,14:45:00,CDT,USGS-04087120,NWIS-97809600,,,,Cryptosporidium,,66.7,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503558,2005-07-26,9:45:00,CDT,USGS-04087120,NWIS-53288159,,,,Cryptosporidium,,200,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00504435,2005-08-30,9:15:00,CDT,USGS-04087120,NWIS-40125902,,,,Cryptosporidium,,133,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00400823,2004-02-18,14:20:00,CST,USGS-04087159,NWIS-51347651,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00401144,2004-03-05,9:20:00,CST,USGS-04087159,NWIS-51357364,,,,Cryptosporidium,,51.6,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00402588,2004-05-11,9:45:00,CDT,USGS-04087159,NWIS-51399513,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405219,2004-07-27,9:35:00,CDT,USGS-04087159,NWIS-51501747,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405703,2004-08-04,12:25:00,CDT,USGS-04087159,NWIS-8049647,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500138,2004-10-26,8:40:00,CDT,USGS-04087159,NWIS-100888635,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501094,2005-02-08,9:55:00,CST,USGS-04087159,NWIS-100656143,,,,Cryptosporidium,,31.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501471,2005-04-07,10:00:00,CDT,USGS-04087159,NWIS-100749280,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501817,2005-05-11,9:35:00,CDT,USGS-04087159,NWIS-100199219,,,,Cryptosporidium,,80,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503311,2005-07-05,11:30:00,CDT,USGS-04087159,NWIS-1539056,,,,Cryptosporidium,,66.7,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503560,2005-07-26,9:45:00,CDT,USGS-04087159,NWIS-53285509,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00504429,2005-08-29,12:45:00,CDT,USGS-04087159,NWIS-86689508,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00400842,2004-02-17,9:15:00,CST,USGS-04087170,NWIS-51590950,,,,Cryptosporidium,,30.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00401284,2004-03-08,9:44:00,CST,USGS-04087170,NWIS-51364927,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00404570,2004-05-10,7:23:00,CDT,USGS-04087170,NWIS-51720009,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500173,2004-10-25,10:06:00,CDT,USGS-04087170,NWIS-70635785,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501070,2005-02-08,11:30:00,CST,USGS-04087170,NWIS-100738027,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501482,2005-04-07,10:05:00,CDT,USGS-04087170,NWIS-100410536,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501836,2005-05-10,10:31:00,CDT,USGS-04087170,NWIS-11422394,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503305,2005-07-05,10:42:00,CDT,USGS-04087170,NWIS-97814225,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503547,2005-07-25,10:41:00,CDT,USGS-04087170,NWIS-40107671,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00504423,2005-08-29,10:05:00,CDT,USGS-04087170,NWIS-8285354,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00400831,2004-02-18,7:10:00,CST,USGS-04087204,NWIS-51350582,,,,Cryptosporidium,,69,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00401281,2004-03-05,14:20:00,CST,USGS-04087204,NWIS-51362680,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00402608,2004-05-11,11:00:00,CDT,USGS-04087204,NWIS-51408700,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405221,2004-07-26,10:05:00,CDT,USGS-04087204,NWIS-51494826,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405629,2004-08-04,10:50:00,CDT,USGS-04087204,NWIS-7936316,,,,Cryptosporidium,,100,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500139,2004-10-26,9:40:00,CDT,USGS-04087204,NWIS-100908955,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501069,2005-02-08,8:45:00,CST,USGS-04087204,NWIS-100989796,,,,Cryptosporidium,,100,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501470,2005-04-07,8:40:00,CDT,USGS-04087204,NWIS-100514154,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501816,2005-05-11,8:05:00,CDT,USGS-04087204,NWIS-100088057,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503312,2005-07-05,10:00:00,CDT,USGS-04087204,NWIS-101256744,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503559,2005-07-26,8:30:00,CDT,USGS-04087204,NWIS-40204592,,,,Cryptosporidium,,242,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00504434,2005-08-29,12:00:00,CDT,USGS-04087204,NWIS-103001303,,,,Cryptosporidium,,100,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00408562,2004-02-07,13:30:00,CST,USGS-04087214,NWIS-102834952,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00400879,2004-02-18,10:25:00,CST,USGS-04087214,NWIS-51349324,,,,Cryptosporidium,,34.5,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00400968,2004-03-05,16:45:00,CST,USGS-04087214,NWIS-51355203,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00402635,2004-05-11,14:30:00,CDT,USGS-04087214,NWIS-51356685,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405217,2004-07-26,13:00:00,CDT,USGS-04087214,NWIS-51741512,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405701,2004-08-05,9:00:00,CDT,USGS-04087214,NWIS-11126492,,,,Cryptosporidium,,66.7,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500133,2004-10-26,10:15:00,CDT,USGS-04087214,NWIS-101366730,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501001,2005-02-07,13:30:00,CST,USGS-04087214,NWIS-70666841,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501464,2005-04-07,14:45:00,CDT,USGS-04087214,NWIS-100594680,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,4
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00501824,2005-05-10,11:30:00,CDT,USGS-04087214,NWIS-100556825,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503321,2005-07-05,14:45:00,CDT,USGS-04087214,NWIS-97748005,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00503548,2005-07-25,13:00:00,CDT,USGS-04087214,NWIS-103003232,,,,Cryptosporidium,,32.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00504431,2005-08-29,12:00:00,CDT,USGS-04087214,NWIS-40125411,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00400834,2004-02-17,14:55:00,CST,USGS-04087220,NWIS-51357821,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00401282,2004-03-06,11:45:00,CST,USGS-04087220,NWIS-51373463,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,3
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00402639,2004-05-11,13:15:00,CDT,USGS-04087220,NWIS-51402382,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,5
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405220,2004-07-26,11:30:00,CDT,USGS-04087220,NWIS-51502413,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,7
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00405708,2004-08-05,10:30:00,CDT,USGS-04087220,NWIS-10427178,,,,Cryptosporidium,,33.3,ocyst/100L,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,8
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500144,2004-10-25,11:30:00,CDT,USGS-04087220,NWIS-69580907,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,10
USGS-WI,USGS Wisconsin Water Science Center,nwiswi.01.00500998,2005-02-07,12:00:00,CST,USGS-04087220,NWIS-70417059,,Not Detected,,Cryptosporidium,,,,,Accepted,,Actual,,,,,,,,,,,61230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS,2
